passenger_id,route,bus,start_time,end_time,count,stops
P002725,r30,bus021,610,625,9,Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P001324,r30,bus021,605,610,6,Gariahat -> Ultadanga
P000937,r30,bus021,610,625,8,Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P001678,r9,bus017,610,620,4,Gariahat -> Rashbehari -> Kalighat
P002415,r11,bus217,610,625,4,Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P001186,r46,bus025,605,625,6,Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road -> Ruby Hospital
P000141,r45,bus006,600,625,4,Thakurpukur -> Behala -> Sakherbazar -> New Alipore -> Alipore -> Minto Park
P002749,r57,bus042,605,625,4,Salt Lake -> New Town -> Eco Park -> Chinar Park -> Airport
P000206,r35,bus090,630,650,1,Esplanade -> Ultadanga -> Karunamoyee -> New Town -> Eco Space
P001447,r8,bus015,605,625,1,Newtown -> Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P001665,r26,bus026,630,635,3,Esplanade -> Ultadanga
P002146,r7,bus045,630,650,9,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P002424,r56,bus014,610,625,9,Sinthee -> Shyambazar -> MG Road -> Park Street
P001095,r52,bus049,610,625,9,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P001821,r5,bus060,605,615,1,Behala -> Tollygunge -> Hazra
P002761,r53,bus030,610,625,6,Gariahat -> Golpark -> Bosepukur -> Kasba
P001897,r14,bus297,610,625,2,Gariahat -> Ballygunge -> Park Circus -> Sealdah
P002155,r41,bus023,615,620,4,Salt Lake -> Sector V
P000629,r10,bus068,610,620,1,Shyambazar -> Esplanade -> Tollygunge
P002136,r57,bus042,610,620,1,New Town -> Eco Park -> Chinar Park
P000161,r16,bus007,635,650,10,Shibpur -> Alipore -> Tollygunge -> Garia
P002837,r4,bus102,635,650,9,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P002458,r26,bus026,635,640,2,Ultadanga -> Salt Lake
P000943,r14,bus297,615,620,6,Ballygunge -> Park Circus
P002297,r15,bus083,635,640,5,Shyambazar -> Esplanade
P002469,r29,bus040,610,625,5,Ultadanga -> Salt Lake -> New Town -> Eco Park
P000265,r2,bus050,615,625,6,Ruby -> Garia -> Sonarpur
P001561,r20,bus051,630,645,6,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town
P002172,r4,bus102,635,650,7,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P002098,r8,bus015,615,625,6,Ultadanga -> Esplanade -> Howrah Station
P000553,r28,bus141,640,650,4,Phoolbagan -> Ultadanga -> Dumdum
P000665,r26,bus026,635,650,3,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001593,r40,bus080,615,620,2,Jadavpur -> Garia
P000440,r4,bus102,640,645,8,Kalighat -> Esplanade
P001495,r15,bus083,640,650,9,Esplanade -> Park Circus -> Ruby Hospital
P001817,r7,bus045,645,650,5,Salt Lake -> Karunamoyee
P000494,r37,bus019,620,625,8,Dunlop -> Titagarh
P002248,r52,bus049,620,625,8,Bhowanipore -> Kalighat
P001393,r2,bus050,620,625,5,Garia -> Sonarpur
P002007,r39,bus024,620,625,5,Park Street -> Rabindra Sadan
P000769,r21,bus011,630,645,1,Tollygunge -> Kalighat -> Hazra -> Gariahat
P001044,r28,bus141,635,650,5,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002425,r26,bus026,630,650,5,Esplanade -> Ultadanga -> Salt Lake -> New Town -> Rajarhat
P002878,r4,bus102,645,650,4,Esplanade -> Howrah Station
P001348,r4,bus102,645,650,10,Esplanade -> Howrah Station
P002286,r32,bus001,630,645,8,Gariahat -> Ballygunge -> Park Circus -> VIP Road
P000251,r32,bus001,630,640,3,Gariahat -> Ballygunge -> Park Circus
P001187,r26,bus026,635,640,5,Ultadanga -> Salt Lake
P000473,r32,bus001,630,650,8,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P001112,r26,bus026,630,645,3,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000528,r15,bus083,630,645,5,Bagbazar -> Shyambazar -> Esplanade -> Park Circus
P000825,r1,bus009,655,680,6,Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road
P002800,r35,bus090,635,650,9,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P002704,r4,bus118,645,650,9,Esplanade -> Howrah Station
P000964,r15,bus083,635,650,7,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P002158,r4,bus118,645,650,7,Esplanade -> Howrah Station
P002321,r3,bus207,660,680,5,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade
P001506,r3,bus207,660,665,10,Tollygunge -> Hazra
P002497,r28,bus141,640,645,10,Phoolbagan -> Ultadanga
P000920,r28,bus141,640,650,9,Phoolbagan -> Ultadanga -> Dumdum
P001950,r20,bus051,645,650,3,New Town -> Eco Park
P001302,r24,bus003,640,645,5,Esplanade -> Sealdah
P001847,r1,bus009,655,690,6,Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh
P001184,r32,bus001,640,650,4,Park Circus -> VIP Road -> Airport Gate No. 1
P001773,r3,bus207,665,690,4,Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P000631,r28,bus141,645,650,3,Ultadanga -> Dumdum
P002827,r25,bus008,675,690,4,Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P002763,r25,bus008,670,690,4,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P000411,r34,bus005,660,690,2,Tollygunge -> Hazra -> Kalighat -> Esplanade -> Salt Lake -> New Town -> Rajarhat
P000743,r25,bus008,670,690,1,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P000600,r3,bus207,675,690,9,Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P000954,r25,bus008,670,675,8,Salt Lake -> Karunamoyee
P001091,r25,bus008,670,690,4,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P001469,r34,bus005,675,685,7,Esplanade -> Salt Lake -> New Town
P002564,r3,bus207,670,685,3,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P000792,r25,bus008,670,675,7,Salt Lake -> Karunamoyee
P002275,r3,bus207,670,680,1,Kalighat -> Minto Park -> Esplanade
P002594,r25,bus008,670,685,6,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade
P002602,r1,bus009,675,695,3,BT Road -> Tobin Road -> Khardah -> Titagarh -> Barrackpore
P000564,r3,bus207,675,685,9,Minto Park -> Esplanade -> Ultadanga
P001370,r30,bus021,700,715,8,Ruby -> Gariahat -> Ultadanga -> VIP Road
P001093,r57,bus042,700,715,6,Ultadanga -> Salt Lake -> New Town -> Eco Park
P002702,r37,bus019,700,725,7,Park Circus -> MG Road -> Shyambazar -> Baranagar -> Dunlop -> Titagarh
P000430,r56,bus014,700,725,4,BT Road -> Baranagar -> Sinthee -> Shyambazar -> MG Road -> Park Street
P000506,r52,bus049,700,720,1,Esplanade -> Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore
P002023,r34,bus005,680,690,1,Salt Lake -> New Town -> Rajarhat
P002683,r9,bus017,700,710,10,Jadavpur -> Dhakuria -> Gariahat
P000235,r37,bus019,705,720,10,MG Road -> Shyambazar -> Baranagar -> Dunlop
P001777,r46,bus025,700,710,9,Garia -> Kamalgazi -> Narendrapur
P002828,r44,bus055,705,710,9,New Town -> Eco Park
P000016,r3,bus207,685,690,5,Ultadanga -> Salt Lake
P002309,r6,bus228,685,690,7,Kalighat -> Esplanade
P000286,r29,bus040,700,720,6,Sealdah -> Phoolbagan -> Ultadanga -> Salt Lake -> New Town
P001361,r41,bus023,700,725,6,Airport Gate No. 1 -> VIP Road -> Ultadanga -> Salt Lake -> Sector V -> New Town
P000738,r49,bus066,700,725,8,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P001068,r41,bus023,700,725,6,Airport Gate No. 1 -> VIP Road -> Ultadanga -> Salt Lake -> Sector V -> New Town
P001881,r49,bus066,705,725,8,Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P002804,r57,bus042,700,710,3,Ultadanga -> Salt Lake -> New Town
P001049,r8,bus015,705,725,7,Newtown -> Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P002119,r22,bus176,705,725,6,Jadavpur -> Ballygunge -> Sealdah -> MG Road -> Howrah Station
P000828,r39,bus024,700,725,2,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street -> Rabindra Sadan
P001885,r19,bus010,705,725,2,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P001352,r47,bus002,700,705,6,Salt Lake -> Karunamoyee
P001522,r8,bus015,710,715,6,Salt Lake -> Ultadanga
P002631,r8,bus015,705,720,9,Newtown -> Salt Lake -> Ultadanga -> Esplanade
P000407,r3,bus207,685,690,2,Ultadanga -> Salt Lake
P002195,r40,bus080,700,710,3,Howrah Station -> Esplanade -> Kalighat
P002410,r46,bus025,705,720,6,Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road
P000257,r46,bus025,700,715,4,Garia -> Kamalgazi -> Narendrapur -> Sonarpur
P001137,r39,bus024,700,720,3,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P001485,r12,bus094,705,720,10,Airport Gate No. 1 -> VIP Road -> Ultadanga -> Phoolbagan
P001814,r36,bus020,710,725,9,Kalighat -> Esplanade -> Salt Lake -> Karunamoyee
P000170,r46,bus025,705,725,10,Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road -> Ruby Hospital
P000274,r12,bus094,700,715,6,Barasat -> Airport Gate No. 1 -> VIP Road -> Ultadanga
P000106,r36,bus020,715,725,4,Esplanade -> Salt Lake -> Karunamoyee
P001483,r2,bus050,710,720,6,Park Circus -> Ruby -> Garia
P000730,r18,bus135,705,720,5,Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P000925,r11,bus217,705,725,3,Dumdum -> Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P001428,r17,bus031,705,725,6,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P000077,r45,bus006,705,725,5,Behala -> Sakherbazar -> New Alipore -> Alipore -> Minto Park
P001351,r2,bus050,705,720,3,Sealdah -> Park Circus -> Ruby -> Garia
P001051,r19,bus010,700,725,9,Salt Lake -> Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P002758,r27,bus095,720,735,3,Garia -> Ruby -> Ultadanga -> Salt Lake
P000300,r8,bus015,710,715,2,Salt Lake -> Ultadanga
P002386,r44,bus055,705,715,6,New Town -> Eco Park -> Eco Space
P002238,r11,bus217,700,725,6,Barasat -> Dumdum -> Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P001754,r20,bus051,720,735,3,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town
P001994,r27,bus095,720,725,6,Garia -> Ruby
P002163,r50,bus114,700,720,9,Dumdum -> Lake Town -> Bangur -> Ultadanga -> Bidhannagar
P002348,r33,bus033,725,740,9,Gariahat -> Phoolbagan -> Ultadanga -> Dumdum
P000230,r21,bus011,720,725,4,Tollygunge -> Kalighat
P001829,r53,bus030,700,725,7,Jadavpur -> Dhakuria -> Gariahat -> Golpark -> Bosepukur -> Kasba
P002235,r29,bus040,710,725,4,Ultadanga -> Salt Lake -> New Town -> Eco Park
P002360,r16,bus007,720,740,7,Howrah Station -> Shibpur -> Alipore -> Tollygunge -> Garia
P002377,r24,bus003,720,735,6,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P000214,r4,bus102,725,730,3,Jadavpur -> Kalighat
P000391,r18,bus135,700,720,5,Howrah Station -> Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P002210,r19,bus010,705,720,5,Ultadanga -> Phoolbagan -> Park Circus -> Ruby
P001487,r39,bus024,700,720,4,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P001431,r26,bus026,725,740,1,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001780,r57,bus042,710,725,1,New Town -> Eco Park -> Chinar Park -> Airport
P001850,r11,bus217,715,725,10,Esplanade -> Maidan -> Rabindra Sadan
P002099,r26,bus026,725,730,6,Ultadanga -> Salt Lake
P000627,r27,bus095,725,740,1,Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P002861,r26,bus026,720,735,6,Esplanade -> Ultadanga -> Salt Lake -> New Town
P002685,r40,bus080,710,715,4,Kalighat -> Jadavpur
P001555,r14,bus297,710,725,3,Gariahat -> Ballygunge -> Park Circus -> Sealdah
P001884,r26,bus026,725,740,5,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P000057,r40,bus080,710,720,4,Kalighat -> Jadavpur -> Garia
P000015,r5,bus060,710,715,4,Tollygunge -> Hazra
P001526,r18,bus135,710,725,7,Minto Park -> Gariahat -> Ruby Hospital -> Patuli
P001736,r4,bus102,730,735,5,Kalighat -> Esplanade
P001442,r7,bus045,735,740,1,Salt Lake -> Karunamoyee
P001252,r21,bus011,720,740,6,Tollygunge -> Kalighat -> Hazra -> Gariahat -> Ultadanga
P001299,r7,bus045,720,740,5,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P001605,r22,bus176,710,720,3,Ballygunge -> Sealdah -> MG Road
P002126,r12,bus094,710,725,1,VIP Road -> Ultadanga -> Phoolbagan -> Sealdah
P002592,r37,bus019,710,725,2,Shyambazar -> Baranagar -> Dunlop -> Titagarh
P002316,r40,bus080,710,725,1,Kalighat -> Jadavpur -> Garia -> Narendrapur
P001266,r20,bus051,735,740,10,New Town -> Eco Park
P000365,r21,bus011,725,740,8,Kalighat -> Hazra -> Gariahat -> Ultadanga
P001902,r4,bus102,735,740,10,Esplanade -> Howrah Station
P000583,r26,bus026,720,735,8,Esplanade -> Ultadanga -> Salt Lake -> New Town
P001406,r26,bus026,725,730,4,Ultadanga -> Salt Lake
P002049,r12,bus094,710,715,7,VIP Road -> Ultadanga
P000362,r8,bus015,715,720,8,Ultadanga -> Esplanade
P000513,r11,bus217,715,720,3,Esplanade -> Maidan
P002419,r52,bus049,715,725,7,Rabindra Sadan -> Bhowanipore -> Kalighat
P002841,r28,bus141,725,740,6,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002358,r57,bus042,710,725,4,New Town -> Eco Park -> Chinar Park -> Airport
P001660,r7,bus045,720,740,10,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P002554,r17,bus031,720,725,10,Sealdah -> Park Street
P000389,r20,bus051,725,740,6,Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P001951,r4,bus102,725,735,7,Jadavpur -> Kalighat -> Esplanade
P000325,r0,bus029,720,735,6,College More -> New Town -> Unitech -> Eco Space
P000708,r37,bus019,720,725,5,Dunlop -> Titagarh
P001007,r56,bus014,720,725,1,MG Road -> Park Street
P001507,r12,bus094,715,725,1,Ultadanga -> Phoolbagan -> Sealdah
P001856,r4,bus102,730,735,5,Kalighat -> Esplanade
P000065,r26,bus026,725,735,2,Ultadanga -> Salt Lake -> New Town
P000498,r26,bus026,725,740,6,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001053,r21,bus011,725,740,2,Kalighat -> Hazra -> Gariahat -> Ultadanga
P000997,r15,bus083,725,740,1,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P001432,r27,bus095,730,735,9,Ultadanga -> Salt Lake
P001837,r35,bus090,730,740,10,Karunamoyee -> New Town -> Eco Space
P000822,r32,bus001,725,740,10,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P002627,r32,bus001,730,740,10,Park Circus -> VIP Road -> Airport Gate No. 1
P002843,r21,bus011,730,735,9,Hazra -> Gariahat
P002625,r27,bus095,730,735,3,Ultadanga -> Salt Lake
P002342,r28,bus141,730,740,6,Phoolbagan -> Ultadanga -> Dumdum
P000883,r4,bus102,730,740,3,Kalighat -> Esplanade -> Howrah Station
P002110,r4,bus102,735,740,2,Esplanade -> Howrah Station
P002073,r21,bus011,735,740,9,Gariahat -> Ultadanga
P000273,r16,bus007,735,740,5,Tollygunge -> Garia
P002356,r26,bus026,735,740,3,New Town -> Rajarhat
P000874,r15,bus083,735,740,1,Park Circus -> Ruby Hospital
P002460,r21,bus011,735,740,6,Gariahat -> Ultadanga
P001148,r20,bus051,735,740,1,New Town -> Eco Park
P002833,r3,bus207,770,790,4,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade
P000018,r3,bus207,770,790,7,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade
P000051,r25,bus008,780,785,7,Salt Lake -> Karunamoyee
P001623,r3,bus207,770,790,9,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade
P001972,r42,bus048,775,795,6,Sakherbazar -> Tollygunge -> Kalighat -> Hazra -> Minto Park
P002747,r3,bus207,785,800,4,Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P000328,r34,bus005,790,795,2,Salt Lake -> New Town
P001204,r25,bus008,780,785,10,Salt Lake -> Karunamoyee
P002666,r25,bus008,780,785,5,Salt Lake -> Karunamoyee
P001224,r6,bus228,770,780,4,Kasba -> Bosepukur -> Gariahat
P001643,r25,bus008,785,800,7,Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P000762,r25,bus008,795,800,4,Esplanade -> Howrah Station
P002411,r3,bus207,780,790,8,Kalighat -> Minto Park -> Esplanade
P002661,r3,bus207,780,790,2,Kalighat -> Minto Park -> Esplanade
P001474,r25,bus008,780,795,1,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade
P001020,r58,bus018,805,825,9,Lalbazar -> Minto Park -> Kalighat -> Jadavpur -> Garia
P000143,r3,bus207,785,795,4,Minto Park -> Esplanade -> Ultadanga
P001376,r44,bus055,800,820,7,Rajarhat -> New Town -> Eco Park -> Eco Space -> Unitech
P000805,r53,bus030,800,820,7,Jadavpur -> Dhakuria -> Gariahat -> Golpark -> Bosepukur
P002665,r1,bus009,805,855,9,SN Banerjee -> MG Road -> Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh -> Barrackpore
P001479,r8,bus015,805,825,7,Newtown -> Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P001518,r5,bus060,800,820,5,Thakurpukur -> Behala -> Tollygunge -> Hazra -> Esplanade
P000412,r29,bus040,805,810,2,Phoolbagan -> Ultadanga
P001276,r6,bus228,780,790,6,Gariahat -> Golpark -> Hazra
P001155,r49,bus066,800,815,1,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan
P002507,r39,bus024,800,820,2,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P000824,r39,bus024,800,820,1,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P000659,r5,bus060,810,815,10,Tollygunge -> Hazra
P001536,r29,bus040,810,820,10,Ultadanga -> Salt Lake -> New Town
P002108,r26,bus026,810,825,5,Esplanade -> Ultadanga -> Salt Lake -> New Town
P002141,r27,bus095,810,830,5,Garia -> Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P001789,r40,bus080,800,810,4,Howrah Station -> Esplanade -> Kalighat
P002822,r1,bus009,810,830,5,MG Road -> Shyambazar -> Sinthee More -> Baranagar -> Dunlop
P001173,r2,bus050,805,825,5,Sealdah -> Park Circus -> Ruby -> Garia -> Sonarpur
P002388,r38,bus027,800,805,9,Alipore -> Minto Park
P002277,r11,bus217,815,825,10,Esplanade -> Maidan -> Rabindra Sadan
P001026,r3,bus221,790,800,7,Esplanade -> Ultadanga -> Salt Lake
P001396,r4,bus102,815,830,10,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P000755,r11,bus217,815,825,6,Esplanade -> Maidan -> Rabindra Sadan
P001527,r54,bus084,805,825,8,Moulali -> Park Circus -> Ballygunge -> Rashbehari -> Tollygunge
P001728,r8,bus015,800,820,7,Rajarhat -> Newtown -> Salt Lake -> Ultadanga -> Esplanade
P001525,r40,bus080,805,810,2,Esplanade -> Kalighat
P002568,r38,bus027,805,825,7,Minto Park -> Esplanade -> Ultadanga -> Karunamoyee -> Salt Lake Sector V
P002408,r18,bus135,805,815,1,Esplanade -> Minto Park -> Gariahat
P000634,r26,bus026,815,830,3,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P000476,r26,bus026,810,830,1,Esplanade -> Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001016,r3,bus207,795,800,9,Ultadanga -> Salt Lake
P001690,r5,bus060,810,825,10,Tollygunge -> Hazra -> Esplanade -> Howrah Station
P002213,r15,bus083,810,830,9,Bagbazar -> Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P000386,r20,bus051,815,825,6,Airport Gate No. 1 -> VIP Road -> New Town
P000202,r28,bus141,810,830,8,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P001810,r40,bus080,810,825,2,Kalighat -> Jadavpur -> Garia -> Narendrapur
P001940,r20,bus051,810,825,4,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town
P002252,r10,bus068,805,825,5,Belgachia -> Shyambazar -> Esplanade -> Tollygunge -> Joka
P002819,r41,bus023,815,820,3,Salt Lake -> Sector V
P002559,r38,bus027,810,825,4,Esplanade -> Ultadanga -> Karunamoyee -> Salt Lake Sector V
P001121,r28,bus141,820,830,1,Phoolbagan -> Ultadanga -> Dumdum
P001430,r10,bus068,805,825,1,Belgachia -> Shyambazar -> Esplanade -> Tollygunge -> Joka
P000797,r16,bus007,815,830,10,Shibpur -> Alipore -> Tollygunge -> Garia
P002130,r2,bus050,805,810,9,Sealdah -> Park Circus
P001242,r12,bus094,815,825,9,Ultadanga -> Phoolbagan -> Sealdah
P000193,r5,bus060,805,820,8,Behala -> Tollygunge -> Hazra -> Esplanade
P002485,r14,bus297,800,820,5,Tollygunge -> Rashbehari -> Gariahat -> Ballygunge -> Park Circus
P000949,r4,bus102,820,825,4,Kalighat -> Esplanade
P000001,r44,bus055,810,825,8,Eco Park -> Eco Space -> Unitech -> Salt Lake
P000256,r15,bus083,815,830,6,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P000931,r46,bus025,800,825,4,Garia -> Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road -> Ruby Hospital
P000982,r45,bus006,805,820,2,Behala -> Sakherbazar -> New Alipore -> Alipore
P002603,r51,bus100,810,825,3,Esplanade -> Rashbehari -> Gariahat -> Ruby
P002483,r4,bus102,810,825,7,Garia -> Jadavpur -> Kalighat -> Esplanade
P002059,r4,bus102,825,830,7,Esplanade -> Howrah Station
P000566,r57,bus042,805,820,6,Salt Lake -> New Town -> Eco Park -> Chinar Park
P000038,r19,bus010,805,825,6,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P000899,r16,bus007,815,830,3,Shibpur -> Alipore -> Tollygunge -> Garia
P001677,r4,bus102,825,830,1,Esplanade -> Howrah Station
P000221,r9,bus017,810,820,10,Gariahat -> Rashbehari -> Kalighat
P002363,r26,bus026,810,820,6,Esplanade -> Ultadanga -> Salt Lake
P000772,r5,bus060,810,815,3,Tollygunge -> Hazra
P000794,r30,bus021,810,825,9,Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P002115,r17,bus031,810,825,9,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P001641,r44,bus055,810,820,4,Eco Park -> Eco Space -> Unitech
P000636,r18,bus135,810,815,3,Minto Park -> Gariahat
P002431,r35,bus090,825,830,3,New Town -> Eco Space
P000942,r16,bus007,815,830,2,Shibpur -> Alipore -> Tollygunge -> Garia
P000518,r29,bus040,815,825,7,Salt Lake -> New Town -> Eco Park
P002623,r4,bus102,815,825,4,Jadavpur -> Kalighat -> Esplanade
P000734,r20,bus051,815,830,4,Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P001433,r41,bus023,815,820,4,Salt Lake -> Sector V
P001758,r15,bus083,815,830,4,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P000085,r9,bus017,815,820,2,Rashbehari -> Kalighat
P002498,r7,bus045,825,830,7,Salt Lake -> Karunamoyee
P000657,r32,bus001,820,830,8,Park Circus -> VIP Road -> Airport Gate No. 1
P001793,r56,bus014,820,825,8,MG Road -> Park Street
P002251,r57,bus042,820,825,8,Chinar Park -> Airport
P000392,r28,bus141,820,830,7,Phoolbagan -> Ultadanga -> Dumdum
P000354,r19,bus010,820,825,6,Ruby -> Garia
P002699,r2,bus050,815,820,1,Ruby -> Garia
P001731,r7,bus045,825,830,7,Salt Lake -> Karunamoyee
P001818,r4,bus118,825,830,10,Esplanade -> Howrah Station
P002633,r21,bus011,820,825,9,Hazra -> Gariahat
P002659,r26,bus026,825,830,2,New Town -> Rajarhat
P002165,r18,bus135,820,825,3,Ruby Hospital -> Patuli
P002470,r15,bus083,820,830,1,Esplanade -> Park Circus -> Ruby Hospital
P000330,r0,bus029,845,865,2,New Town -> Unitech -> Eco Space -> Aliah University -> Daber More
P002612,r25,bus008,880,895,6,New Town -> ECO Park -> Salt Lake -> Karunamoyee
P000696,r3,bus207,880,910,1,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P002034,r25,bus008,890,910,8,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P001042,r6,bus228,880,890,1,Kasba -> Bosepukur -> Gariahat
P002264,r25,bus008,880,890,1,New Town -> ECO Park -> Salt Lake
P002620,r3,bus207,890,900,2,Kalighat -> Minto Park -> Esplanade
P000410,r34,bus005,895,910,2,Esplanade -> Salt Lake -> New Town -> Rajarhat
P000075,r44,bus055,900,920,8,Rajarhat -> New Town -> Eco Park -> Eco Space -> Unitech
P002788,r20,bus051,900,915,5,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town
P000047,r9,bus017,900,915,2,Jadavpur -> Dhakuria -> Gariahat -> Rashbehari
P002399,r6,bus228,890,905,3,Gariahat -> Golpark -> Hazra -> Kalighat
P002422,r12,bus094,900,920,3,Barasat -> Airport Gate No. 1 -> VIP Road -> Ultadanga -> Phoolbagan
P002552,r39,bus024,900,905,10,Shyambazar -> MG Road
P000950,r27,bus095,900,920,9,Garia -> Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P001168,r8,bus015,900,910,9,Rajarhat -> Newtown -> Salt Lake
P001949,r2,bus050,900,920,10,Howrah -> Sealdah -> Park Circus -> Ruby -> Garia
P001471,r26,bus026,900,915,8,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000338,r53,bus030,905,925,8,Dhakuria -> Gariahat -> Golpark -> Bosepukur -> Kasba
P001857,r3,bus207,885,905,4,Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001516,r2,bus050,900,925,6,Howrah -> Sealdah -> Park Circus -> Ruby -> Garia -> Sonarpur
P001585,r53,bus030,905,920,4,Dhakuria -> Gariahat -> Golpark -> Bosepukur
P002395,r30,bus021,905,925,4,Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P002301,r55,bus004,905,925,1,Jadavpur -> Kasba -> Bosepukur -> Gariahat -> Ruby
P000850,r14,bus297,905,920,9,Rashbehari -> Gariahat -> Ballygunge -> Park Circus
P002005,r28,bus141,900,920,10,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002793,r3,bus207,890,900,9,Kalighat -> Minto Park -> Esplanade
